"Dimensions.Height","Dimensions.Length","Dimensions.Width","Engine Information.Driveline","Engine Information.Engine Type","Engine Information.Hybrid","Engine Information.Number of Forward Gears","Engine Information.Transmission","Fuel Information.City mpg","Fuel Information.Fuel Type","Fuel Information.Highway mpg","Identification.Classification","Identification.ID","Identification.Make","Identification.Model Year","Identification.Year","Engine Information.Engine Statistics.Horsepower","Engine Information.Engine Statistics.Torque"
"210","45","57","Front-wheel drive","Hyundai 3.3L 6 Cylinder 260 hp 233 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","28","Automatic transmission","2011 Hyundai Azera GLS","Hyundai","2011 Hyundai Azera","2011","260","233"
"210","45","57","Front-wheel drive","Hyundai 3.8L 6 Cylinder 283 hp 263 ft-lbs","True","6","6 Speed Automatic Select Shift","19","Gasoline","27","Automatic transmission","2011 Hyundai Azera Limited","Hyundai","2011 Hyundai Azera","2011","283","263"
"210","30","57","Front-wheel drive","Hyundai 3.8L 6 cylinder 263hp 257 ft-lbs","True","5","5 Speed Automatic Select Shift","17","Gasoline","26","Automatic transmission","2010 Hyundai Azera Limited","Hyundai","2010 Hyundai Azera","2010","263","257"
"210","30","57","Front-wheel drive","Hyundai 3.3L 6 cylinder 234hp 226 ft-lbs","True","5","5 Speed Automatic Select Shift","18","Gasoline","26","Automatic transmission","2010 Hyundai Azera GLS","Hyundai","2010 Hyundai Azera","2010","234","226"
"201","225","129","All-wheel drive","Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged","True","8","8 Speed Automatic Select Shift","16","Gasoline","22","Automatic transmission","2011 Audi Q7 3.0 T S Line","Audi","2011 Audi Q7","2011","333","325"
"201","225","129","All-wheel drive","Audi 3.0L 6 Cylinder 272 hp 295 ft-lbs S-charged","True","8","8 Speed Automatic Select Shift","16","Gasoline","22","Automatic transmission","2011 Audi Q7 3.0 T","Audi","2011 Audi Q7","2011","272","295"
"201","225","129","All-wheel drive","Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel","True","8","8 Speed Automatic Select Shift","17","Diesel fuel","25","Automatic transmission","2011 Audi Q7 3.0 TDI","Audi","2011 Audi Q7","2011","225","406"
"201","223","191","All-wheel drive","Audi 3.6L 6 cylinder 280hp 266 ft-lbs","True","6","6 Speed Automatic Select Shift","14","Gasoline","19","Automatic transmission","2010 Audi Q7 3.6","Audi","2010 Audi Q7","2010","280","266"
"201","223","191","All-wheel drive","Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel","True","6","6 Speed Automatic Select Shift","17","Diesel fuel","25","Automatic transmission","2010 Audi Q7 3.0 TDI","Audi","2010 Audi Q7","2010","225","406"
"201","223","191","All-wheel drive","Audi 4.2L 8 cylinder 350 hp 325 ft-lbs","True","6","6 Speed Automatic Select Shift","13","Gasoline","18","Automatic transmission","2010 Audi Q7 4.2","Audi","2010 Audi Q7","2010","350","325"
"148","12","24","Front-wheel drive","Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.","True","4","4 Speed Automatic","22","Gasoline","28","Automatic transmission","2011 Toyota RAV4","Toyota","2011 Toyota RAV4","2011","179","172"
"148","12","24","Four-wheel drive","Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.","True","4","4 Speed Automatic","21","Gasoline","27","Automatic transmission","2011 Toyota RAV4 4WD","Toyota","2011 Toyota RAV4","2011","179","172"
"148","12","24","Front-wheel drive","Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.","True","5","5 Speed Automatic","19","Gasoline","27","Automatic transmission","2011 Toyota RAV4 V6","Toyota","2011 Toyota RAV4","2011","269","246"
"148","12","24","Four-wheel drive","Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.","True","5","5 Speed Automatic","19","Gasoline","26","Automatic transmission","2011 Toyota RAV4 V6 4WD","Toyota","2011 Toyota RAV4","2011","269","246"
"148","12","62","Front-wheel drive","Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.","True","4","4 Speed Automatic","22","Gasoline","28","Automatic transmission","2011 Toyota RAV4 Sport","Toyota","2011 Toyota RAV4","2011","179","172"
"148","12","62","Four-wheel drive","Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.","True","4","4 Speed Automatic","21","Gasoline","27","Automatic transmission","2011 Toyota RAV4 Sport 4WD","Toyota","2011 Toyota RAV4","2011","179","172"
"148","12","62","Front-wheel drive","Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.","True","5","5 Speed Automatic","19","Gasoline","27","Automatic transmission","2011 Toyota RAV4 Sport V6","Toyota","2011 Toyota RAV4","2011","269","246"
"148","12","62","Four-wheel drive","Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.","True","5","5 Speed Automatic","19","Gasoline","26","Automatic transmission","2011 Toyota RAV4 Sport V6 4WD","Toyota","2011 Toyota RAV4","2011","269","246"
"208","12","62","Front-wheel drive","Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.","True","4","4 Speed Automatic","22","Gasoline","28","Automatic transmission","2011 Toyota RAV4 Limited","Toyota","2011 Toyota RAV4","2011","179","172"
"208","12","62","Four-wheel drive","Toyota 2.5L 4 Cylinder 179 hp 172 ft-lbs.","True","4","4 Speed Automatic","21","Gasoline","27","Automatic transmission","2011 Toyota RAV4 Limited 4WD","Toyota","2011 Toyota RAV4","2011","179","172"
"208","12","62","Front-wheel drive","Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.","True","5","5 Speed Automatic","19","Gasoline","27","Automatic transmission","2011 Toyota RAV4 Limited V6","Toyota","2011 Toyota RAV4","2011","269","246"
"208","12","62","Four-wheel drive","Toyota 3.5L 6 Cylinder 269 hp 246 ft-lbs.","True","5","5 Speed Automatic","19","Gasoline","26","Automatic transmission","2011 Toyota RAV4 Limited V6 4WD","Toyota","2011 Toyota RAV4","2011","269","246"
"115","140","158","Front-wheel drive","Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs","True","6","6 Speed Manual","24","Gasoline","29","Manual transmission","2009 Nissan Cube 1.8 S","Nissan","2009 Nissan Cube","2009","122","127"
"115","140","158","Front-wheel drive","Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs","True","6","6 Speed Manual","24","Gasoline","29","Manual transmission","2009 Nissan Cube 1.8","Nissan","2009 Nissan Cube","2009","122","127"
"172","123","234","Front-wheel drive","Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo","True","5","5 Speed Automatic","21","Gasoline","30","Automatic transmission","2011 Volvo S40 R-Design","Volvo","2011 Volvo S40","2011","227","236"
"109","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs","True","6","6 Speed Manual","17","Gasoline","28","Manual transmission","2012 Chevrolet Camaro Convertible 1LT","Chevrolet","2012 Chevrolet Camaro Convertible","2012","323","278"
"109","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs","True","6","6 Speed Automatic","19","Gasoline","30","Automatic transmission","2012 Chevrolet Camaro Convertible 1LT AT","Chevrolet","2012 Chevrolet Camaro Convertible","2012","323","278"
"109","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs","True","6","6 Speed Manual","17","Gasoline","28","Manual transmission","2012 Chevrolet Camaro Convertible 2LT","Chevrolet","2012 Chevrolet Camaro Convertible","2012","323","278"
"109","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs","True","6","6 Speed Automatic","19","Gasoline","30","Automatic transmission","2012 Chevrolet Camaro Convertible 2LT AT","Chevrolet","2012 Chevrolet Camaro Convertible","2012","323","278"
"109","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Manual","16","Gasoline","24","Manual transmission","2012 Chevrolet Camaro Convertible 1SS","Chevrolet","2012 Chevrolet Camaro Convertible","2012","426","420"
"109","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Automatic","15","Gasoline","24","Automatic transmission","2012 Chevrolet Camaro Convertible 1SS AT","Chevrolet","2012 Chevrolet Camaro Convertible","2012","426","420"
"109","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Manual","16","Gasoline","24","Manual transmission","2012 Chevrolet Camaro Convertible 2SS","Chevrolet","2012 Chevrolet Camaro Convertible","2012","426","420"
"109","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Automatic","15","Gasoline","24","Automatic transmission","2012 Chevrolet Camaro Convertible 2SS AT","Chevrolet","2012 Chevrolet Camaro Convertible","2012","426","420"
"33","28","229","Front-wheel drive","Nissan 1.6L 4 Cylinder 188 hp 177 ft-lbs Turbo","True","6","6 Speed Manual","24","Gasoline","31","Manual transmission","2011 Nissan Juke SL","Nissan","2011 Nissan Juke","2011","188","177"
"33","28","229","Front-wheel drive","Nissan 1.6L 4 Cylinder 188 hp 177 ft-lbs Turbo","True","6","6 Speed Manual","24","Gasoline","31","Manual transmission","2011 Nissan Juke SV","Nissan","2011 Nissan Juke","2011","188","177"
"109","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs","True","6","6 Speed Manual","17","Gasoline","28","Manual transmission","2011 Chevrolet Camaro Convertible 1LT","Chevrolet","2011 Chevrolet Camaro Convertible","2011","312","278"
"109","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs","True","6","6 Speed Automatic","19","Gasoline","30","Automatic transmission","2011 Chevrolet Camaro Convertible 1LT AT","Chevrolet","2011 Chevrolet Camaro Convertible","2011","312","278"
"109","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs","True","6","6 Speed Manual","17","Gasoline","28","Manual transmission","2011 Chevrolet Camaro Convertible 2LT","Chevrolet","2011 Chevrolet Camaro Convertible","2011","312","278"
"109","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 312 hp 278 ft-lbs","True","6","6 Speed Automatic","19","Gasoline","30","Automatic transmission","2011 Chevrolet Camaro Convertible 2LT AT","Chevrolet","2011 Chevrolet Camaro Convertible","2011","312","278"
"109","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Manual","16","Gasoline","24","Manual transmission","2011 Chevrolet Camaro Convertible 1SS","Chevrolet","2011 Chevrolet Camaro Convertible","2011","426","420"
"109","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Automatic","15","Gasoline","24","Automatic transmission","2011 Chevrolet Camaro Convertible 1SS AT","Chevrolet","2011 Chevrolet Camaro Convertible","2011","426","420"
"109","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Manual","16","Gasoline","24","Manual transmission","2011 Chevrolet Camaro Convertible 2SS","Chevrolet","2011 Chevrolet Camaro Convertible","2011","426","420"
"109","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Automatic","16","Gasoline","25","Automatic transmission","2011 Chevrolet Camaro Convertible 2SS AT","Chevrolet","2011 Chevrolet Camaro Convertible","2011","426","420"
"150","22","234","Rear-wheel drive","Mercedes-Benz 3.0L 6 Cylinders 228 hp 221 ft-lbs FFV","True","6","6 Speed Manual","18","Gasoline","26","Manual transmission","2010 Mercedes-Benz C300 Sport FFV","Mercedes","2010 Mercedes-Benz C-Class","2010","228","221"
"150","22","234","Rear-wheel drive","Mercedes-Benz 3.0L 6 Cylinders 228 hp 221 ft-lbs FFV","True","7","7 Speed Automatic Select Shift","18","Gasoline","26","Automatic transmission","2010 Mercedes-Benz C300 Sport AT FFV","Mercedes","2010 Mercedes-Benz C-Class","2010","228","221"
"150","22","234","Rear-wheel drive","Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs","True","7","7 Speed Automatic Select Shift","17","Gasoline","25","Automatic transmission","2010 Mercedes-Benz C350 Sport","Mercedes","2010 Mercedes-Benz C-Class","2010","268","258"
"132","9","211","Rear-wheel drive","BMW 3.0L 6 cylinder 230hp 200 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","27","Automatic transmission","2010 BMW 128i Convertible AT","BMW Motorrad","2010 BMW 1 Series Convertible","2010","230","200"
"132","9","211","Rear-wheel drive","BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo","True","6","6 Speed Manual","17","Gasoline","26","Manual transmission","2010 BMW 135i Convertible","BMW","2010 BMW 1 Series Convertible","2010","300","300"
"132","9","211","Rear-wheel drive","BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo","True","6","6 Speed Automatic Select Shift","17","Gasoline","26","Automatic transmission","2010 BMW 135i Convertible AT","BMW","2010 BMW 1 Series Convertible","2010","300","300"
"132","9","211","Rear-wheel drive","BMW 3.0L 6 cylinder 230hp 200 ft-lbs","True","6","6 Speed Manual","18","Gasoline","28","Manual transmission","2010 BMW 128i Convertible","BMW Motorrad","2010 BMW 1 Series Convertible","2010","230","200"
"96","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs","True","6","6 Speed Manual","17","Gasoline","28","Manual transmission","2012 Chevrolet Camaro Coupe 1LT","Chevrolet","2012 Chevrolet Camaro Coupe","2012","323","278"
"96","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs","True","6","6 Speed Automatic","19","Gasoline","30","Automatic transmission","2012 Chevrolet Camaro Coupe 1LT AT","Chevrolet","2012 Chevrolet Camaro Coupe","2012","323","278"
"96","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs","True","6","6 Speed Manual","17","Gasoline","28","Manual transmission","2012 Chevrolet Camaro Coupe 2LT","Chevrolet","2012 Chevrolet Camaro Coupe","2012","323","278"
"96","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs","True","6","6 Speed Automatic","19","Gasoline","30","Automatic transmission","2012 Chevrolet Camaro Coupe 2LT AT","Chevrolet","2012 Chevrolet Camaro Coupe","2012","323","278"
"96","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Manual","16","Gasoline","24","Manual transmission","2012 Chevrolet Camaro Coupe 1SS","Chevrolet","2012 Chevrolet Camaro Coupe","2012","426","420"
"96","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Automatic","15","Gasoline","24","Automatic transmission","2012 Chevrolet Camaro Coupe 1SS AT","Chevrolet","2012 Chevrolet Camaro Coupe","2012","426","420"
"96","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Manual","16","Gasoline","24","Manual transmission","2012 Chevrolet Camaro Coupe 2SS","Chevrolet","2012 Chevrolet Camaro Coupe","2012","426","420"
"96","228","125","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 426 hp 420 ft-lbs","True","6","6 Speed Automatic","15","Gasoline","24","Automatic transmission","2012 Chevrolet Camaro Coupe 2SS AT","Chevrolet","2012 Chevrolet Camaro Coupe","2012","426","420"
"96","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs","True","6","6 Speed Manual","17","Gasoline","28","Manual transmission","2012 Chevrolet Camaro Coupe 1LS","Chevrolet","2012 Chevrolet Camaro Coupe","2012","323","278"
"96","228","125","Rear-wheel drive","Chevrolet 3.6L 6 Cylinder 323 hp 278 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","29","Automatic transmission","2012 Chevrolet Camaro Coupe 2LS","Chevrolet","2012 Chevrolet Camaro Coupe","2012","323","278"
"150","22","234","All-wheel drive","Mercedes-Benz 3.0L 6 Cylinders 228 hp 221 ft-lbs FFV","True","7","7 Speed Automatic Select Shift","13","E85","19","Automatic transmission","2010 Mercedes-Benz C300 Sport 4MATIC","Mercedes","2010 Mercedes-Benz C-Class","2010","228","221"
"165","22","234","Rear-wheel drive","Mercedes-Benz 3.0L 6 Cylinders 228 hp 221 ft-lbs FFV","True","7","7 Speed Automatic Select Shift","18","Gasoline","26","Automatic transmission","2010 Mercedes-Benz C300 Luxury","Mercedes","2010 Mercedes-Benz C-Class","2010","228","221"
"155","176","239","Front-wheel drive","Hyundai 1.8L 4 Cylinder 145 hp 130 ft-lbs","True","6","6 Speed Automatic Select Shift","29","Gasoline","40","Automatic transmission","2012 Hyundai Elantra Sedan Limited PZEV","Hyundai","2012 Hyundai Elantra Sedan","2012","145","130"
"155","176","239","Front-wheel drive","Hyundai 1.8L 4 Cylinder 148 hp 131 ft-lbs","True","6","6 Speed Automatic Select Shift","29","Gasoline","40","Automatic transmission","2012 Hyundai Elantra Sedan GLS AT","Hyundai","2012 Hyundai Elantra Sedan","2012","148","131"
"155","176","239","Front-wheel drive","Hyundai 1.8L 4 Cylinder 148 hp 131 ft-lbs","True","6","6 Speed Manual","29","Gasoline","40","Manual transmission","2012 Hyundai Elantra Sedan GLS","Hyundai","2012 Hyundai Elantra Sedan","2012","148","131"
"155","176","239","Front-wheel drive","Hyundai 1.8L 4 Cylinder 145 hp 130 ft-lbs","True","6","6 Speed Automatic Select Shift","29","Gasoline","40","Automatic transmission","2012 Hyundai Elantra Sedan GLS PZEV","Hyundai","2012 Hyundai Elantra Sedan","2012","145","130"
"155","176","239","Front-wheel drive","Hyundai 1.8L 4 Cylinder 148 hp 131 ft-lbs","True","6","6 Speed Automatic Select Shift","29","Gasoline","40","Automatic transmission","2012 Hyundai Elantra Sedan Limited","Hyundai","2012 Hyundai Elantra Sedan","2012","148","131"
"155","176","239","Front-wheel drive","Hyundai 1.8L 4 Cylinder 148 hp 131 ft-lbs","True","6","6 Speed Automatic Select Shift","29","Gasoline","40","Automatic transmission","2011 Hyundai Elantra Sedan GLS AT","Hyundai","2011 Hyundai Elantra Sedan","2011","148","131"
"155","176","239","Front-wheel drive","Hyundai 1.8L 4 Cylinder 148 hp 131 ft-lbs","True","6","6 Speed Automatic Select Shift","29","Gasoline","40","Automatic transmission","2011 Hyundai Elantra Sedan Limited","Hyundai","2011 Hyundai Elantra Sedan","2011","148","131"
"155","176","239","Front-wheel drive","Hyundai 1.8L 4 Cylinder 145 hp 130 ft-lbs","True","6","6 Speed Automatic Select Shift","29","Gasoline","40","Automatic transmission","2011 Hyundai Elantra Sedan GLS PZEV","Hyundai","2011 Hyundai Elantra Sedan","2011","145","130"
"155","176","239","Front-wheel drive","Hyundai 1.8L 4 Cylinder 148 hp 131 ft-lbs","True","6","6 Speed Manual","29","Gasoline","40","Manual transmission","2011 Hyundai Elantra Sedan GLS","Hyundai","2011 Hyundai Elantra Sedan","2011","148","131"
"155","176","239","Front-wheel drive","Hyundai 1.8L 4 Cylinder 145 hp 130 ft-lbs","True","6","6 Speed Automatic Select Shift","29","Gasoline","40","Automatic transmission","2011 Hyundai Elantra Sedan Limited PZEV","Hyundai","2011 Hyundai Elantra Sedan","2011","145","130"
"200","153","239","Front-wheel drive","Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs","True","4","4 Speed Automatic","26","Gasoline","34","Automatic transmission","2010 Hyundai Elantra Sedan SE","Hyundai","2010 Hyundai Elantra Sedan","2010","138","136"
"200","153","239","Front-wheel drive","Hyundai 2.0L 4 cylinder 132hp 133 torque","True","4","4 Speed Automatic","26","Gasoline","34","Automatic transmission","2010 Hyundai Elantra Sedan GLS PZEV","Hyundai","2010 Hyundai Elantra Sedan","2010","132","133"
"200","153","239","Front-wheel drive","Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs","True","5","5 Speed Manual","25","Gasoline","34","Manual transmission","2010 Hyundai Elantra Sedan Blue","Hyundai","2010 Hyundai Elantra Sedan","2010","138","136"
"200","153","239","Front-wheel drive","Hyundai 2.0L 4 cylinder 132hp 133 torque","True","4","4 Speed Automatic","26","Gasoline","34","Automatic transmission","2010 Hyundai Elantra Sedan SE PZEV","Hyundai","2010 Hyundai Elantra Sedan","2010","132","133"
"200","153","239","Front-wheel drive","Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs","True","4","4 Speed Automatic","26","Gasoline","34","Automatic transmission","2010 Hyundai Elantra Sedan GLS","Hyundai","2010 Hyundai Elantra Sedan","2010","138","136"
"162","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Manual","22","Gasoline","32","Manual transmission","2012 Ford Fusion S","Ford","2012 Ford Fusion","2012","175","172"
"162","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","33","Automatic transmission","2012 Ford Fusion S AT","Ford","2012 Ford Fusion","2012","175","172"
"162","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","33","Automatic transmission","2012 Ford Fusion SE","Ford","2012 Ford Fusion","2012","175","172"
"162","233","41","Front-wheel drive","Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV","True","6","6 Speed Automatic Select Shift","20","Gasoline","28","Automatic transmission","2012 Ford Fusion V6 SE","Ford","2012 Ford Fusion","2012","240","223"
"162","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","33","Automatic transmission","2012 Ford Fusion SEL","Ford","2012 Ford Fusion","2012","175","172"
"162","233","41","Front-wheel drive","Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV","True","6","6 Speed Automatic Select Shift","20","Gasoline","28","Automatic transmission","2012 Ford Fusion V6 SEL","Ford","2012 Ford Fusion","2012","240","223"
"162","233","41","All-wheel drive","Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV","True","6","6 Speed Automatic Select Shift","13","E85","19","Automatic transmission","2012 Ford Fusion V6 SEL AWD","Ford","2012 Ford Fusion","2012","240","223"
"162","233","41","Front-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","27","Automatic transmission","2012 Ford Fusion Sport","Ford","2012 Ford Fusion","2012","263","249"
"162","233","41","All-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic Select Shift","17","Gasoline","25","Automatic transmission","2012 Ford Fusion Sport AWD","Ford","2012 Ford Fusion","2012","263","249"
"137","190","62","Front-wheel drive","Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","31","Manual transmission","2011 Volkswagen CC Sport","Volkswagen","2011 Volkswagen CC","2011","200","207"
"137","190","62","Front-wheel drive","Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo","True","6","6 Speed Manual","21","Gasoline","31","Manual transmission","2011 Volkswagen CC R-Line","Volkswagen","2011 Volkswagen CC","2011","200","207"
"137","190","62","All-wheel drive","Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs","True","6","6 Speed Automatic","22","Gasoline","31","Automatic transmission","2011 Volkswagen CC VR6 4Motion Executive","Volkswagen","2011 Volkswagen CC","2011","280","265"
"165","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Manual","22","Gasoline","29","Manual transmission","2011 Ford Fusion S","Ford","2011 Ford Fusion","2011","175","172"
"165","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","33","Automatic transmission","2011 Ford Fusion S AT","Ford","2011 Ford Fusion","2011","175","172"
"165","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Manual","22","Gasoline","29","Manual transmission","2011 Ford Fusion SE","Ford","2011 Ford Fusion","2011","175","172"
"165","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","33","Automatic transmission","2011 Ford Fusion SEL","Ford","2011 Ford Fusion","2011","175","172"
"165","233","41","Front-wheel drive","Ford 3.0L 6 Cylinder 240 hp 228 ft-lbs FFV","True","6","6 Speed Automatic","14","E85","21","Automatic transmission","2011 Ford Fusion V6 SEL","Ford","2011 Ford Fusion","2011","240","228"
"165","233","41","All-wheel drive","Ford 3.0L 6 Cylinder 240 hp 228 ft-lbs FFV","True","6","6 Speed Automatic","13","E85","19","Automatic transmission","2011 Ford Fusion V6 SEL AWD","Ford","2011 Ford Fusion","2011","240","228"
"165","233","41","Front-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","27","Automatic transmission","2011 Ford Fusion Sport","Ford","2011 Ford Fusion","2011","263","249"
"165","233","41","All-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","17","Gasoline","24","Automatic transmission","2011 Ford Fusion Sport AWD","Ford","2011 Ford Fusion","2011","263","249"
"165","233","41","Front-wheel drive","Ford 3.0L 6 Cylinder 240 hp 228 ft-lbs FFV","True","6","6 Speed Automatic","14","E85","21","Automatic transmission","2011 Ford Fusion V6 SE","Ford","2011 Ford Fusion","2011","240","228"
"165","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","33","Automatic transmission","2011 Ford Fusion SE AT","Ford","2011 Ford Fusion","2011","175","172"
"165","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Manual","22","Gasoline","31","Manual transmission","2010 Ford Fusion S","Ford","2010 Ford Fusion","2010","175","172"
"165","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","34","Automatic transmission","2010 Ford Fusion S AT","Ford","2010 Ford Fusion","2010","175","172"
"165","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Manual","22","Gasoline","29","Manual transmission","2010 Ford Fusion SE","Ford","2010 Ford Fusion","2010","175","172"
"165","233","41","Front-wheel drive","Ford 3.0L 6 Cylinder 240 hp 228 ft-lbs FFV","True","6","6 Speed Automatic Select Shift","19","Gasoline","27","Automatic transmission","2010 Ford Fusion V6 SE","Ford","2010 Ford Fusion","2010","240","228"
"165","233","41","Front-wheel drive","Ford 2.5L 4 Cylinder 175 hp 172 ft-lbs","True","6","6 Speed Automatic","22","Gasoline","31","Automatic transmission","2010 Ford Fusion SEL","Ford","2010 Ford Fusion","2010","175","172"
"165","233","41","Front-wheel drive","Ford 3.0L 6 Cylinder 240 hp 228 ft-lbs FFV","True","6","6 Speed Automatic Select Shift","13","E85","20","Automatic transmission","2010 Ford Fusion V6 SEL","Ford","2010 Ford Fusion","2010","240","228"
"165","233","41","All-wheel drive","Ford 3.0L 6 Cylinder 240 hp 228 ft-lbs FFV","True","6","6 Speed Automatic Select Shift","13","E85","18","Automatic transmission","2010 Ford Fusion V6 SEL AWD","Ford","2010 Ford Fusion","2010","240","228"
"165","233","41","Front-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","27","Automatic transmission","2010 Ford Fusion Sport","Ford","2010 Ford Fusion","2010","263","249"
